folio,oa,siteNumber,siteName,status,phase,sku,partId,qty,usuariosXSP,usuariosFac
A09160241,242842,71342540,GCM OFV ENSENADA,Activo,Operativo,UNC.CUAD.BS.103,30570361,3,3,3
A09160241,242842,71342540,GCM OFV ENSENADA,Activo,Operativo,UNC.CUAD.BS.201,30570368,1,0,1
A09160241,242842,71342540,GCM OFV ENSENADA,Activo,Operativo,UNC.CUAD.BS.901,30570370,32,0,18
A09160218,242832,71293546,CCM OFV MEXICALI VALLE,Activo,Operativo,UNC.CUAD.BS.101,30570150,29,3,3
A09160218,242832,71293546,CCM OFV MEXICALI VALLE,Activo,Operativo,UNC.CUAD.BS.103,30570152,3,3,3
A09160218,242832,71293546,CCM OFV MEXICALI VALLE,Activo,Operativo,UNC.CUAD.BS.901,30570156,32,0,6
A09160218,242832,71293546,CCM OFV MEXICALI VALLE,Activo,Operativo,UNC.CUAD.BS.201,30570154,1,0,1
A09160218,242832,71293546,CCM OFV MEXICALI VALLE,Activo,Operativo,UNC.CUAD.BS.902,30570166,1,0,1
A09160221,242822,71381306,GCM AGUASCALIENTES GREMIAL,Activo,Operativo,UNC.CUAD.BS.201,30569994,1,0,1
A09160221,242822,71381306,GCM AGUASCALIENTES GREMIAL,Activo,Operativo,UNC.CUAD.BS.101,30569999,37,33,33
A09160221,242822,71381306,GCM AGUASCALIENTES GREMIAL,Activo,Operativo,UNC.CUAD.BS.103,30570001,3,3,3
A09160221,242822,71381306,GCM AGUASCALIENTES GREMIAL,Activo,Operativo,UNC.CUAD.BS.901,30570003,40,0,33
A09160221,242822,71381306,GCM AGUASCALIENTES GREMIAL,Activo,Operativo,UNC.CUAD.BS.902,30570005,1,0,1
A09160180,242575,71293673,CCM OFV MATAMOROS,Activo,Planeación,UNC.CUAD.BS.201,30560599,1,0,
A09160180,242575,71293673,CCM OFV MATAMOROS,Activo,Planeación,UNC.CUAD.BS.101,30560601,17,10,
A09160180,242575,71293673,CCM OFV MATAMOROS,Activo,Planeación,UNC.CUAD.BS.103,30560603,3,0,
A09160180,242575,71293673,CCM OFV MATAMOROS,Activo,Planeación,UNC.CUAD.BS.901,30560605,20,0,
A09160180,242575,71293673,CCM OFV MATAMOROS,Activo,Planeación,UNC.CUAD.BS.902,30560615,1,0,
A05160571,230707,71561340,CEDIS HERMOSILLO II,Activo,Operativo,UNC.CUAD.BS.901,30246600,205,0,
A05160571,230707,71561340,CEDIS HERMOSILLO II,Activo,Operativo,UNC.CUAD.BS.902,30246613,1,0,
A04160455,228426,71561340,CEDIS HERMOSILLO II,Activo,Operativo,UNC.CUAD.BS.902,30177070,1,0,
A04160455,228426,71561340,CEDIS HERMOSILLO II,Activo,Operativo,UNC.CUAD.BS.901,30177072,205,0,136
A04160453,228422,71561340,CEDIS HERMOSILLO II,Activo,Operativo,UNC.CUAD.BS.101,30176996,202,141,136
A04160453,228422,71561340,CEDIS HERMOSILLO II,Activo,Operativo,UNC.CUAD.BS.201,30177000,1,0,
A04160453,228422,71561340,CEDIS HERMOSILLO II,Activo,Operativo,UNC.CUAD.BS.103,30176998,3,0,
A11190539,398185,71421014,BODEGA DINAPROM,Activo,Implementación,UNC.CUAD.BS.103,36701677,3,0,3
A11190539,398185,71421014,BODEGA DINAPROM,Activo,Implementación,UNC.CUAD.BS.101,36701679,12,0,12
A11190539,398185,71421014,BODEGA DINAPROM,Activo,Implementación,UNC.CUAD.BS.201,36701681,1,0,1
A11190539,398185,71421014,BODEGA DINAPROM,Activo,Implementación,UNC.CUAD.BS.902,36701683,1,0,1
A09180519,337344,70142322,SERPAPROSA TV PUEBLA 1,Activo,Operativo,UNC.CUAD.BS.101,33529663,57,56,
A09180519,337344,70142322,SERPAPROSA TV PUEBLA 1,Activo,Operativo,UNC.CUAD.BS.103,33529665,1,1,
A08181225,335521,70142322,SERPAPROSA TV PUEBLA 1,Activo,Operativo,UNC.CUAD.BS.902,33490710,1,0,1
A03182054,311694,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.201,32832856,1,0,1
A10170581,291230,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.205,32220308,130,0,130
A10170581,291230,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.104,32220302,2,2,2
A10170581,291230,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.901,32220310,478,0,478
A10170581,291230,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.203,32220306,462,0,462
A10170581,291230,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.902,32220322,2,0,2
A10170581,291230,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.101,32220298,346,345,346
A10170581,291230,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.103,32220300,130,130,130
A10170581,291230,71644273,CORPORATIVO INSURGENTES SUR,Activo,Operativo,UNC.CUAD60.BS.201,32220304,1,0,1
A09170790,288267,70142316,SERPAPROSA TV TLALNEPANTLA,Activo,Operativo,UNC.CUAD60.BS.103,32065332,10,10,10
A09170790,288267,70142316,SERPAPROSA TV TLALNEPANTLA,Activo,Operativo,UNC.CUAD60.BS.101,32065334,212,155,212
A09170790,288267,70142316,SERPAPROSA TV TLALNEPANTLA,Activo,Operativo,UNC.CUAD60.BS.901,32065340,222,0,222
A09170790,288267,70142316,SERPAPROSA TV TLALNEPANTLA,Activo,Operativo,UNC.CUAD60.BS.203,32065338,220,0,220
A09170790,288267,70142316,SERPAPROSA TV TLALNEPANTLA,Activo,Operativo,UNC.CUAD60.BS.201,32065336,1,0,1
A09170790,288267,70142316,SERPAPROSA TV TLALNEPANTLA,Activo,Operativo,UNC.CUAD60.BS.902,32065345,1,0,1
A07180201,327240,71607320,PLANTA VICHISA CHIHUAHUA,Activo,Operativo,UNC.CUAD.BS.102,33273507,1,0,
A01181065,302386,71607320,PLANTA VICHISA CHIHUAHUA,Activo,Operativo,UNC.CUAD.BS.104,32595124,3,3,3
A11171844,297206,71607320,PLANTA VICHISA CHIHUAHUA,Activo,Operativo,UNC.CUAD.BS.901,32420610,38,0,"35,1"
A11171844,297206,71607320,PLANTA VICHISA CHIHUAHUA,Activo,Operativo,UNC.CUAD.BS.902,32420620,1,0,1
A11171844,297206,71607320,PLANTA VICHISA CHIHUAHUA,Activo,Operativo,UNC.CUAD.BS.103,32420604,3,2,1
A11171844,297206,71607320,PLANTA VICHISA CHIHUAHUA,Activo,Operativo,UNC.CUAD.BS.203,32420608,33,0,
A11171844,297206,71607320,PLANTA VICHISA CHIHUAHUA,Activo,Operativo,UNC.CUAD.BS.201,32420606,1,0,1
A11171844,297206,71607320,PLANTA VICHISA CHIHUAHUA,Activo,Operativo,UNC.CUAD.BS.101,32420602,35,33,35
A05181291,319846,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.102,33083131,2,2,2
A01170790,257751,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.103,31057956,2,2,2
A01170790,257751,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.901,31057958,2,0,2
A07160147,235378,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.102,30368843,2,0,2
A07160147,235378,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.901,30368845,2,0,2
A02160217,221990,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.102,29522221,1,1,
A02160217,221990,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.901,29522225,1,0,
A02160217,221990,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.203,29522223,32,0,2
A02160091,221990,71464197,CALLE 4 CORPORATIVO,Activo,Operativo,UNC.CUAD.BS.203,29522227,25,0,
A01160123,219334,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.101,29438598,31,30,30
A01160123,219334,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.901,29438602,32,0,
A01160123,219334,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.103,29438600,1,1,1
A01160123,219334,71276053,ANO DE JUAREZ,Activo,Operativo,UNC.CUAD.BS.902,29438611,1,0,
A12150555,218410,71464197,CALLE 4 CORPORATIVO,Activo,Operativo,UNC.CUAD.BS.101,29399133,1,1,
A09150245,209820,71464197,CALLE 4 CORPORATIVO,Activo,Operativo,UNC.CUAD.BS.101,28743240,53,23,24
A09150245,209820,71464197,CALLE 4 CORPORATIVO,Activo,Operativo,UNC.CUAD.BS.103,28743242,3,3,
A09150245,209820,71464197,CALLE 4 CORPORATIVO,Activo,Operativo,UNC.CUAD.BS.201,28743244,1,0,
A09150245,209820,71464197,CALLE 4 CORPORATIVO,Activo,Operativo,UNC.CUAD.BS.202,28743246,1,0,
A09150245,209820,71464197,CALLE 4 CORPORATIVO,Activo,Operativo,UNC.CUAD.BS.901,28743248,13,0,
A09150245,209820,71464197,CALLE 4 CORPORATIVO,Activo,Operativo,UNC.CUAD.BS.902,28743359,3,0,
A04180742,314454,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.102,32882279,1,1,
A03182041,311688,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.101,32832807,15,15,
A03182041,311688,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.203,32832809,15,0,
A03182041,311688,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.901,32832811,15,0,
A03181950,311380,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.101,32825595,15,15,
A03181950,311380,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.901,32825599,15,0,
A03181950,311380,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.203,32825597,15,0,
A07170195,277946,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.201,31687188,1,0,1
A07170195,277946,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.101,31687182,16,1,16
A07170195,277946,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.103,31687186,4,4,4
A07170195,277946,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.902,31687211,1,0,1
A07170195,277946,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.203,31687192,40,0,40
A07170195,277946,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.901,31687194,40,0,40
A07170195,277946,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.102,31687184,20,20,20
A07170195,277946,71618226,VIZCAINAS,Activo,Operativo,UNC.CUAD.BS.202,31687190,1,0,1
A04180610,314142,71635755,EMSA,Activo,Operativo,UNC.CUAD.BS.201,32876392,2,0,1
A06171422,276852,71635755,EMSA,Activo,Operativo,UNC.CUAD60.BS.103,31652825,3,3,3
A06171422,276852,71635755,EMSA,Activo,Operativo,UNC.CUAD60.BS.902,31652839,1,0,1
A06171422,276852,71635755,EMSA,Activo,Operativo,UNC.CUAD60.BS.901,31652829,50,0,50
A06171422,276852,71635755,EMSA,Activo,Operativo,UNC.CUAD60.BS.101,31652821,46,45,46
A06171422,276852,71635755,EMSA,Activo,Operativo,UNC.CUAD60.BS.203,31652827,12,0,
A06171422,276852,71635755,EMSA,Activo,Operativo,UNC.CUAD60.BS.102,31652823,1,1,1
A12190217,400518,71635755,EMSA,Activo,Operativo,UNC.CUAD.BS.101,36767589,1,1,
A12190217,400518,71635755,EMSA,Activo,Operativo,UNC.CUAD.BS.901,36767594,1,0,
A03180098,308482,70054843,SEP BCS LA PAZ,Activo,Operativo,UNC.CUAD.BS.910,32716945,4,0,
A02181066,305054,70054843,SEP BCS LA PAZ,Cancelado,Desconocido,UNC.CUAD.BS.910,32685375,4,0,
A01181024,302209,70054843,SEP BCS LA PAZ,Cancelado,Desconocido,UNC.CUAD.BS.910,32592313,4,0,
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.102,30691978,44,44,44
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.201,30691983,1,0,1
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.103,30691981,1,1,1
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.204,30691987,1,0,1
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.205,30691990,1,0,1
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.902,30692003,1,0,1
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.205.1,30691992,1,0,1
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.203,30691985,1,0,1
A11160082,248295,71598391,SEP BCS CEDE DE CD CONSTITUCION,Activo,Operativo,UNC.CUAD.BS.901,30691994,45,0,45
A06160123,232148,71564805,NSJP CENTRO DE JUSTICIA PENAL GUERRERO N,Activo,Operativo,UNC.CUAD.BS.104,30284560,1,1,1
A06160123,232148,71564805,NSJP CENTRO DE JUSTICIA PENAL GUERRERO N,Activo,Operativo,UNC.CUAD.BS.901,30284564,9,0,9
A06160123,232148,71564805,NSJP CENTRO DE JUSTICIA PENAL GUERRERO N,Activo,Operativo,UNC.CUAD.BS.102,30284558,8,8,8
A06160123,232148,71564805,NSJP CENTRO DE JUSTICIA PENAL GUERRERO N,Activo,Operativo,UNC.CUAD.BS.201,30284562,1,0,1
A06160126,232147,71564814,NSJP CENTRO DE JUSTICIA PENAL SANTA ROSALIA,Activo,Operativo,UNC.CUAD.BS.102,30284517,8,6,8
A06160126,232147,71564814,NSJP CENTRO DE JUSTICIA PENAL SANTA ROSALIA,Activo,Operativo,UNC.CUAD.BS.104,30284519,1,1,1
A06160126,232147,71564814,NSJP CENTRO DE JUSTICIA PENAL SANTA ROSALIA,Activo,Operativo,UNC.CUAD.BS.201,30284521,1,0,1
A06160126,232147,71564814,NSJP CENTRO DE JUSTICIA PENAL SANTA ROSALIA,Activo,Operativo,UNC.CUAD.BS.901,30284523,9,0,9
A06160125,232146,71564803,NSJP CENTRO DE JUSTICIA PENAL LORETO,Activo,Operativo,UNC.CUAD.BS.102,30284474,9,9,9
A06160125,232146,71564803,NSJP CENTRO DE JUSTICIA PENAL LORETO,Activo,Operativo,UNC.CUAD.BS.901,30284480,10,0,10
A06160125,232146,71564803,NSJP CENTRO DE JUSTICIA PENAL LORETO,Activo,Operativo,UNC.CUAD.BS.104,30284476,1,1,1
A06160125,232146,71564803,NSJP CENTRO DE JUSTICIA PENAL LORETO,Activo,Operativo,UNC.CUAD.BS.201,30284478,1,0,1
A06160122,232143,71564809,NSJP CENTRO DE JUSTICIA PENAL CABO SAN L,Activo,Implementación,UNC.CUAD.BS.102,30284414,10,10,
A06160122,232143,71564809,NSJP CENTRO DE JUSTICIA PENAL CABO SAN L,Activo,Implementación,UNC.CUAD.BS.901,30284420,11,0,
A06160122,232143,71564809,NSJP CENTRO DE JUSTICIA PENAL CABO SAN L,Activo,Implementación,UNC.CUAD.BS.104,30284416,1,1,
A06160122,232143,71564809,NSJP CENTRO DE JUSTICIA PENAL CABO SAN L,Activo,Implementación,UNC.CUAD.BS.201,30284418,1,0,
A06160420,232029,70054843,SEP BCS LA PAZ,Activo,Operativo,UNC.CUAD.BS.901,30280261,15,0,15
A06160420,232029,70054843,SEP BCS LA PAZ,Activo,Operativo,UNC.CUAD.BS.103,30280253,8,8,8
A06160420,232029,70054843,SEP BCS LA PAZ,Activo,Operativo,UNC.CUAD.BS.201,30280257,3,0,
A06160420,232029,70054843,SEP BCS LA PAZ,Activo,Operativo,UNC.CUAD.BS.202,30280259,1,0,1
A06160420,232029,70054843,SEP BCS LA PAZ,Activo,Operativo,UNC.CUAD.BS.902,30280274,1,0,1
A06160420,232029,70054843,SEP BCS LA PAZ,Activo,Operativo,UNC.CUAD.BS.104,30280255,7,7,7
A01180129,300708,71648857,IEEG YURIRIA 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32544917,1,0,
A01180129,300708,71648857,IEEG YURIRIA 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32544921,6,0,
A01180129,300708,71648857,IEEG YURIRIA 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32544919,5,0,
A12172291,299602,71673654,IEEG SILAO 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32503745,1,0,
A12172291,299602,71673654,IEEG SILAO 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32503747,5,0,
A12172291,299602,71673654,IEEG SILAO 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32503749,6,0,
A12172029,299122,71648755,IEEG STA CATARINA 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32483927,1,0,
A12172029,299122,71648755,IEEG STA CATARINA 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32483929,2,0,
A12172029,299122,71648755,IEEG STA CATARINA 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32483931,3,0,
A12171981,299121,71442970,2015 IEEG IRAPUATO,Cancelado,Desconocido,UNC.CUAD.BS.103,32483899,1,0,
A12171981,299121,71442970,2015 IEEG IRAPUATO,Cancelado,Desconocido,UNC.CUAD.BS.901,32483903,9,0,
A12171981,299121,71442970,2015 IEEG IRAPUATO,Cancelado,Desconocido,UNC.CUAD.BS.101,32483901,8,0,
A12171932,298958,71648873,IEEG CORPORATIVO GTO 2009,Cancelado,Implementación,UNC.CUAD.BS.101,32473343,19,18,
A12171932,298958,71648873,IEEG CORPORATIVO GTO 2009,Cancelado,Implementación,UNC.CUAD.BS.901,32473345,20,0,
A12171932,298958,71648873,IEEG CORPORATIVO GTO 2009,Cancelado,Implementación,UNC.CUAD.BS.103,32473341,1,1,
A12170737,297944,71442966,2015 IEEG ATARJEA,Cancelado,Desconocido,UNC.CUAD.BS.103,32438281,1,0,
A12170737,297944,71442966,2015 IEEG ATARJEA,Cancelado,Desconocido,UNC.CUAD.BS.901,32438285,3,0,
A12170737,297944,71442966,2015 IEEG ATARJEA,Cancelado,Desconocido,UNC.CUAD.BS.101,32438283,2,0,
A12170744,297936,71648371,IEEG MANUEL DOBLADO 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32431557,1,0,
A12170744,297936,71648371,IEEG MANUEL DOBLADO 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32431561,3,0,
A12170744,297936,71648371,IEEG MANUEL DOBLADO 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32431559,2,0,
A12170557,297811,71648857,IEEG YURIRIA 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32435227,1,0,
A12170557,297811,71648857,IEEG YURIRIA 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32435229,2,0,
A12170557,297811,71648857,IEEG YURIRIA 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32435231,3,0,
A12170558,297810,71648849,2015 IEEG XICHU-71451765,Cancelado,Desconocido,UNC.CUAD.BS.103,32435214,1,0,
A12170558,297810,71648849,2015 IEEG XICHU-71451765,Cancelado,Desconocido,UNC.CUAD.BS.901,32435218,3,0,
A12170558,297810,71648849,2015 IEEG XICHU-71451765,Cancelado,Desconocido,UNC.CUAD.BS.101,32435216,2,0,
A12170621,297807,71646054,VILLAGRAN IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.103,32435199,1,0,
A12170621,297807,71646054,VILLAGRAN IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.901,32435203,3,0,
A12170621,297807,71646054,VILLAGRAN IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.101,32435201,2,0,
A12170552,297806,71646337,VICTORIA -HIDALGO-,Cancelado,Desconocido,UNC.CUAD.BS.103,32435171,1,0,
A12170552,297806,71646337,VICTORIA -HIDALGO-,Cancelado,Desconocido,UNC.CUAD.BS.101,32435173,2,0,
A12170552,297806,71646337,VICTORIA -HIDALGO-,Cancelado,Desconocido,UNC.CUAD.BS.901,32435175,3,0,
A12170597,297797,71648834,IEEG VALLE SANTIAGO 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32434793,1,0,
A12170597,297797,71648834,IEEG VALLE SANTIAGO 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32434795,5,0,
A12170597,297797,71648834,IEEG VALLE SANTIAGO 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32434797,6,0,
A12170551,297792,71311585,IEEG URIANGATO 2009 FINAL,Cancelado,Desconocido,UNC.CUAD.BS.103,32434570,1,0,
A12170551,297792,71311585,IEEG URIANGATO 2009 FINAL,Cancelado,Desconocido,UNC.CUAD.BS.101,32434572,2,0,
A12170551,297792,71311585,IEEG URIANGATO 2009 FINAL,Cancelado,Desconocido,UNC.CUAD.BS.901,32434574,3,0,
A12170585,297790,71445595,2015 IEEG TIERRA BLANCA,Cancelado,Desconocido,UNC.CUAD.BS.103,32434488,1,0,
A12170585,297790,71445595,2015 IEEG TIERRA BLANCA,Cancelado,Desconocido,UNC.CUAD.BS.101,32434490,2,0,
A12170585,297790,71445595,2015 IEEG TIERRA BLANCA,Cancelado,Desconocido,UNC.CUAD.BS.901,32434492,3,0,
A12170582,297788,71648809,IEEG TARIMORO 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32433801,1,0,
A12170582,297788,71648809,IEEG TARIMORO 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32433803,2,0,
A12170582,297788,71648809,IEEG TARIMORO 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32433805,3,0,
A12170594,297787,71646015,IEEG TARANDACUAO GALEANA,Cancelado,Desconocido,UNC.CUAD.BS.901,32433764,3,0,
A12170594,297787,71646015,IEEG TARANDACUAO GALEANA,Cancelado,Desconocido,UNC.CUAD.BS.101,32433762,2,0,
A12170594,297787,71646015,IEEG TARANDACUAO GALEANA,Cancelado,Desconocido,UNC.CUAD.BS.103,32433760,1,0,
A12170592,297785,71646058,SILAO IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.103,32433688,1,0,
A12170592,297785,71646058,SILAO IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.901,32433692,6,0,
A12170592,297785,71646058,SILAO IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.101,32433690,5,0,
A12170544,297782,71645511,SANTIAGO MARAVATIO IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.103,32433614,1,0,
A12170544,297782,71645511,SANTIAGO MARAVATIO IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.901,32433618,3,0,
A12170544,297782,71645511,SANTIAGO MARAVATIO IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.101,32433616,2,0,
A12170574,297769,71611303,2017 SITIO JUVENTINO ROSAS,Cancelado,Desconocido,UNC.CUAD.BS.103,32433499,1,0,
A12170574,297769,71611303,2017 SITIO JUVENTINO ROSAS,Cancelado,Desconocido,UNC.CUAD.BS.901,32433503,6,0,
A12170574,297769,71611303,2017 SITIO JUVENTINO ROSAS,Cancelado,Desconocido,UNC.CUAD.BS.101,32433501,5,0,
A12170584,297756,71646046,IEE SAN LUIS DE LA PAZ,Cancelado,Desconocido,UNC.CUAD.BS.103,32433320,1,0,
A12170584,297756,71646046,IEE SAN LUIS DE LA PAZ,Cancelado,Desconocido,UNC.CUAD.BS.901,32433324,6,0,
A12170584,297756,71646046,IEE SAN LUIS DE LA PAZ,Cancelado,Desconocido,UNC.CUAD.BS.101,32433322,5,0,
A12170569,297748,71451753,2015 IEEG SAN JOSE ITURBIDE,Cancelado,Desconocido,UNC.CUAD.BS.103,32433253,1,0,
A12170569,297748,71451753,2015 IEEG SAN JOSE ITURBIDE,Cancelado,Desconocido,UNC.CUAD.BS.901,32433257,3,0,
A12170569,297748,71451753,2015 IEEG SAN JOSE ITURBIDE,Cancelado,Desconocido,UNC.CUAD.BS.101,32433255,2,0,
A12170504,297713,71646051,IEEG SN FCO DEL RINCON AGS,Cancelado,Planeación,UNC.CUAD.BS.103,32432402,1,0,
A12170504,297713,71646051,IEEG SN FCO DEL RINCON AGS,Cancelado,Planeación,UNC.CUAD.BS.901,32432406,6,0,
A12170504,297713,71646051,IEEG SN FCO DEL RINCON AGS,Cancelado,Planeación,UNC.CUAD.BS.101,32432404,5,0,
A12170536,297709,71648506,IEEG SAN FELIPE 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32432268,1,0,
A12170536,297709,71648506,IEEG SAN FELIPE 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32432270,2,0,
A12170536,297709,71648506,IEEG SAN FELIPE 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32432272,3,0,
A12170492,297704,71645466,SAN DIEGO DE LA UNION IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.101,32432192,2,0,
A12170492,297704,71645466,SAN DIEGO DE LA UNION IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.103,32432190,1,0,
A12170492,297704,71645466,SAN DIEGO DE LA UNION IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.901,32432188,3,0,
A12170366,297695,71648437,IEEG SALVATIERRA 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32431774,1,0,
A12170366,297695,71648437,IEEG SALVATIERRA 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32431776,2,0,
A12170366,297695,71648437,IEEG SALVATIERRA 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32431778,3,0,
A12170296,297694,71648434,IEEG SALAMANCA 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32431760,1,0,
A12170296,297694,71648434,IEEG SALAMANCA 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32431762,5,0,
A12170296,297694,71648434,IEEG SALAMANCA 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32431764,6,0,
A12170344,297693,71648431,IEEG ROMITA 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32431749,1,0,
A12170344,297693,71648431,IEEG ROMITA 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32431751,2,0,
A12170344,297693,71648431,IEEG ROMITA 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32431753,3,0,
A12170343,297692,71645464,PURISIMA DEL RINCON IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.103,32431627,1,0,
A12170343,297692,71645464,PURISIMA DEL RINCON IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.901,32431631,3,0,
A12170343,297692,71645464,PURISIMA DEL RINCON IEEG GTO,Cancelado,Desconocido,UNC.CUAD.BS.101,32431629,2,0,
A12170297,297690,71648410,IEEG PUEBLO NUEVO 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32431616,1,0,
A12170297,297690,71648410,IEEG PUEBLO NUEVO 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32431618,2,0,
A12170297,297690,71648410,IEEG PUEBLO NUEVO 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32431620,3,0,
A12170357,297689,71648403,IEEG PENJAMO 2018,Cancelado,Desconocido,UNC.CUAD.BS.101,32431600,5,0,
A12170357,297689,71648403,IEEG PENJAMO 2018,Cancelado,Desconocido,UNC.CUAD.BS.103,32431602,1,0,
A12170357,297689,71648403,IEEG PENJAMO 2018,Cancelado,Desconocido,UNC.CUAD.BS.901,32431604,6,0,
