"folio","oa","siteNumber","clientName","siteName","phase","status","sku","partId","qty","usuariosXSP","usuariosFac"
"A03170082",246550,71293730,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CHILPANCINGO","Planeación","Activo","UNC.CUAD.BS.201",30658251,1,0,"[]"
"A10160342",246252,71397356,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV GUADALUPE VICTORIA","Planeación","Activo","UNC.CUAD.BS.101",30651636,5,0,"[]"
"A10160342",246252,71397356,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV GUADALUPE VICTORIA","Planeación","Activo","UNC.CUAD.BS.103",30651638,3,0,"[]"
"A10160342",246252,71397356,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV GUADALUPE VICTORIA","Planeación","Activo","UNC.CUAD.BS.201",30651640,1,0,"[]"
"A10160342",246252,71397356,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV GUADALUPE VICTORIA","Planeación","Activo","UNC.CUAD.BS.902",30651652,1,0,"[]"
"A10160342",246252,71397356,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV GUADALUPE VICTORIA","Planeación","Activo","UNC.CUAD.BS.901",30651642,8,0,"[]"
"A10160338",246231,71293670,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA SALTILLO","Planeación","Activo","UNC.CUAD.BS.101",30651207,52,0,"[]"
"A10160338",246231,71293670,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA SALTILLO","Planeación","Activo","UNC.CUAD.BS.103",30651209,3,0,"[]"
"A10160338",246231,71293670,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA SALTILLO","Planeación","Activo","UNC.CUAD.BS.201",30651211,1,0,"[]"
"A10160338",246231,71293670,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA SALTILLO","Planeación","Activo","UNC.CUAD.BS.901",30651213,55,0,"[]"
"A10160338",246231,71293670,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA SALTILLO","Planeación","Activo","UNC.CUAD.BS.902",30651223,1,0,"[]"
"A10160337",246226,71293581,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA MONCLOVA","Planeación","Activo","UNC.CUAD.BS.101",30651107,47,0,"[]"
"A10160337",246226,71293581,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA MONCLOVA","Planeación","Activo","UNC.CUAD.BS.201",30651111,1,0,"[]"
"A10160337",246226,71293581,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA MONCLOVA","Planeación","Activo","UNC.CUAD.BS.902",30651123,1,0,"[]"
"A10160337",246226,71293581,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA MONCLOVA","Planeación","Activo","UNC.CUAD.BS.103",30651109,3,0,"[]"
"A10160337",246226,71293581,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM FRANQUICIA MONCLOVA","Planeación","Activo","UNC.CUAD.BS.901",30651113,50,0,"[]"
"A10160196",245361,71293616,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CUAUHTEMOC","Planeación","Activo","UNC.CUAD.BS.101",30619475,5,0,"[]"
"A10160196",245361,71293616,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CUAUHTEMOC","Planeación","Activo","UNC.CUAD.BS.103",30619480,3,0,"[]"
"A10160196",245361,71293616,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CUAUHTEMOC","Planeación","Activo","UNC.CUAD.BS.901",30619484,8,0,"[]"
"A10160196",245361,71293616,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CUAUHTEMOC","Planeación","Activo","UNC.CUAD.BS.902",30619494,1,0,"[]"
"A10160196",245361,71293616,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CUAUHTEMOC","Planeación","Activo","UNC.CUAD.BS.201",30619482,1,0,"[]"
"A10160186",245348,71293603,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CONSTITUCION","Operativo","Activo","UNC.CUAD.BS.101",30619401,3,3,"[3]"
"A10160186",245348,71293603,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CONSTITUCION","Operativo","Activo","UNC.CUAD.BS.201",30619405,1,0,"[1]"
"A10160186",245348,71293603,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CONSTITUCION","Operativo","Activo","UNC.CUAD.BS.103",30619403,3,3,"[3]"
"A10160186",245348,71293603,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CONSTITUCION","Operativo","Activo","UNC.CUAD.BS.901",30619407,6,0,"[6]"
"A10160186",245348,71293603,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CONSTITUCION","Operativo","Activo","UNC.CUAD.BS.902",30619412,1,0,"[1]"
"A10160172",245292,71293599,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CABO SAN LUCAS","Planeación","Activo","UNC.CUAD.BS.101",30618734,52,0,"[]"
"A10160172",245292,71293599,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CABO SAN LUCAS","Planeación","Activo","UNC.CUAD.BS.103",30618736,3,0,"[]"
"A10160172",245292,71293599,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CABO SAN LUCAS","Planeación","Activo","UNC.CUAD.BS.201",30618738,1,0,"[]"
"A10160172",245292,71293599,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CABO SAN LUCAS","Planeación","Activo","UNC.CUAD.BS.902",30618750,1,0,"[]"
"A10160172",245292,71293599,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CABO SAN LUCAS","Planeación","Activo","UNC.CUAD.BS.901",30618740,55,0,"[]"
"A10160171",245284,71380693,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","LA PAZ PUESTA DEL SOL","Operativo","Activo","UNC.CUAD.BS.101",30618191,52,32,"[31]"
"A10160171",245284,71380693,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","LA PAZ PUESTA DEL SOL","Operativo","Activo","UNC.CUAD.BS.103",30618193,3,3,"[]"
"A10160171",245284,71380693,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","LA PAZ PUESTA DEL SOL","Operativo","Activo","UNC.CUAD.BS.201",30618195,1,0,"[1]"
"A10160171",245284,71380693,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","LA PAZ PUESTA DEL SOL","Operativo","Activo","UNC.CUAD.BS.901",30618197,55,0,"[35]"
"A10160171",245284,71380693,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","LA PAZ PUESTA DEL SOL","Operativo","Activo","UNC.CUAD.BS.902",30618216,1,0,"[1]"
"A10160164",245139,71293728,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN QUINTIN","Planeación","Activo","UNC.CUAD.BS.101",30617612,3,0,"[]"
"A10160164",245139,71293728,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN QUINTIN","Planeación","Activo","UNC.CUAD.BS.103",30617614,3,0,"[]"
"A10160164",245139,71293728,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN QUINTIN","Planeación","Activo","UNC.CUAD.BS.201",30617616,1,0,"[]"
"A10160164",245139,71293728,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN QUINTIN","Planeación","Activo","UNC.CUAD.BS.901",30617618,6,0,"[]"
"A10160164",245139,71293728,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN QUINTIN","Planeación","Activo","UNC.CUAD.BS.902",30617628,1,0,"[]"
"A03170092",245136,71293681,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TECATE","Operativo","Activo","UNC.CUAD.BS.101",30617574,3,3,"[3]"
"A03170092",245136,71293681,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TECATE","Operativo","Activo","UNC.CUAD.BS.103",30617576,3,3,"[3]"
"A03170092",245136,71293681,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TECATE","Operativo","Activo","UNC.CUAD.BS.902",30617590,1,0,"[1]"
"A03170092",245136,71293681,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TECATE","Operativo","Activo","UNC.CUAD.BS.901",30617580,6,0,"[6]"
"A03170092",245136,71293681,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TECATE","Operativo","Activo","UNC.CUAD.BS.201",30617578,1,0,"[1]"
"A10160162",245127,71293548,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FELIPE","Operativo","Activo","UNC.CUAD.BS.101",30617264,3,2,"[2]"
"A10160162",245127,71293548,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FELIPE","Operativo","Activo","UNC.CUAD.BS.103",30617266,3,3,"[3]"
"A10160162",245127,71293548,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FELIPE","Operativo","Activo","UNC.CUAD.BS.201",30617268,1,0,"[1]"
"A10160162",245127,71293548,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FELIPE","Operativo","Activo","UNC.CUAD.BS.901",30617270,6,0,"[5]"
"A10160162",245127,71293548,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FELIPE","Operativo","Activo","UNC.CUAD.BS.902",30617280,1,0,"[1]"
"A10160160",245121,71293679,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TIJUANA FLORIDO","Operativo","Activo","UNC.CUAD.BS.101",30617207,29,4,"[4]"
"A10160160",245121,71293679,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TIJUANA FLORIDO","Operativo","Activo","UNC.CUAD.BS.103",30617209,3,3,"[3]"
"A10160160",245121,71293679,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TIJUANA FLORIDO","Operativo","Activo","UNC.CUAD.BS.201",30617211,1,0,"[1]"
"A10160160",245121,71293679,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TIJUANA FLORIDO","Operativo","Activo","UNC.CUAD.BS.901",30617213,32,0,"[7]"
"A10160160",245121,71293679,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV TIJUANA FLORIDO","Operativo","Activo","UNC.CUAD.BS.902",30617223,1,0,"[1]"
"A10160154",245082,71356915,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","GCM ALVARADO","Operativo","Activo","UNC.CUAD.BS.101",30616780,9,2,"[2]"
"A10160154",245082,71356915,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","GCM ALVARADO","Operativo","Activo","UNC.CUAD.BS.103",30616784,3,3,"[3]"
"A10160154",245082,71356915,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","GCM ALVARADO","Operativo","Activo","UNC.CUAD.BS.901",30616788,12,0,"[5]"
"A10160154",245082,71356915,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","GCM ALVARADO","Operativo","Activo","UNC.CUAD.BS.902",30616798,1,0,"[1]"
"A10160154",245082,71356915,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","GCM ALVARADO","Operativo","Activo","UNC.CUAD.BS.201",30616786,1,0,"[1]"
"A10160153",245060,71293640,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VALLADOLID","Operativo","Activo","UNC.CUAD.BS.101",30616363,13,8,"[9]"
"A10160153",245060,71293640,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VALLADOLID","Operativo","Activo","UNC.CUAD.BS.201",30616365,1,0,"[1]"
"A10160153",245060,71293640,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VALLADOLID","Operativo","Activo","UNC.CUAD.BS.103",30616367,3,1,"[]"
"A10160153",245060,71293640,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VALLADOLID","Operativo","Activo","UNC.CUAD.BS.901",30616369,16,0,"[9]"
"A10160153",245060,71293640,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VALLADOLID","Operativo","Activo","UNC.CUAD.BS.902",30616379,1,0,"[1]"
"A10160152",245051,71293573,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV NOGALES","Planeación","Activo","UNC.CUAD.BS.902",30616246,1,0,"[]"
"A10160152",245051,71293573,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV NOGALES","Planeación","Activo","UNC.CUAD.BS.103",30616232,3,3,"[]"
"A10160152",245051,71293573,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV NOGALES","Planeación","Activo","UNC.CUAD.BS.201",30616234,1,0,"[]"
"A10160152",245051,71293573,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV NOGALES","Planeación","Activo","UNC.CUAD.BS.901",30616236,19,0,"[]"
"A10160152",245051,71293573,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV NOGALES","Planeación","Activo","UNC.CUAD.BS.101",30616230,16,13,"[]"
"A09160420",243667,71293741,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CARDENAS","Operativo","Activo","UNC.CUAD.BS.101",30591158,13,11,"[12]"
"A09160420",243667,71293741,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CARDENAS","Operativo","Activo","UNC.CUAD.BS.201",30591162,1,0,"[]"
"A09160420",243667,71293741,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CARDENAS","Operativo","Activo","UNC.CUAD.BS.103",30591160,3,1,"[]"
"A09160420",243667,71293741,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CARDENAS","Operativo","Activo","UNC.CUAD.BS.901",30591164,16,0,"[12]"
"A09160420",243667,71293741,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV CARDENAS","Operativo","Activo","UNC.CUAD.BS.902",30591166,1,0,"[1]"
"A09160338",243133,71432913,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV CELAYA II","Planeación","Activo","UNC.CUAD.BS.101",30580514,13,0,"[]"
"A09160338",243133,71432913,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV CELAYA II","Planeación","Activo","UNC.CUAD.BS.201",30580518,1,0,"[]"
"A09160338",243133,71432913,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV CELAYA II","Planeación","Activo","UNC.CUAD.BS.901",30580520,16,0,"[]"
"A09160338",243133,71432913,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV CELAYA II","Planeación","Activo","UNC.CUAD.BS.902",30580530,1,0,"[]"
"A09160338",243133,71432913,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV CELAYA II","Planeación","Activo","UNC.CUAD.BS.103",30580516,3,0,"[]"
"A09160334",243103,71321186,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV PUERTO PENASCO CARR SONOYTA PENASCO","Planeación","Activo","UNC.CUAD.BS.101",30579484,29,0,"[]"
"A09160334",243103,71321186,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV PUERTO PENASCO CARR SONOYTA PENASCO","Planeación","Activo","UNC.CUAD.BS.902",30579500,1,0,"[]"
"A09160334",243103,71321186,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV PUERTO PENASCO CARR SONOYTA PENASCO","Planeación","Activo","UNC.CUAD.BS.901",30579490,32,0,"[]"
"A09160334",243103,71321186,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV PUERTO PENASCO CARR SONOYTA PENASCO","Planeación","Activo","UNC.CUAD.BS.201",30579488,1,0,"[]"
"A09160334",243103,71321186,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV PUERTO PENASCO CARR SONOYTA PENASCO","Planeación","Activo","UNC.CUAD.BS.103",30579486,3,0,"[]"
"A09160332",243099,71293750,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM MORELIA NUEVA VALLADOLID","Operativo","Activo","UNC.CUAD.BS.902",30579441,1,0,"[1]"
"A09160332",243099,71293750,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM MORELIA NUEVA VALLADOLID","Operativo","Activo","UNC.CUAD.BS.103",30579368,3,3,"[3]"
"A09160332",243099,71293750,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM MORELIA NUEVA VALLADOLID","Operativo","Activo","UNC.CUAD.BS.101",30579366,54,27,"[27]"
"A09160332",243099,71293750,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM MORELIA NUEVA VALLADOLID","Operativo","Activo","UNC.CUAD.BS.201",30579370,1,0,"[1]"
"A09160332",243099,71293750,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM MORELIA NUEVA VALLADOLID","Operativo","Activo","UNC.CUAD.BS.901",30579372,57,0,"[30]"
"A09160331",243093,71293697,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CERVECERIA BODEGA MIGUEL ALEMAN CENTRO","Planeación","Activo","UNC.CUAD.BS.101",30579224,57,0,"[]"
"A09160331",243093,71293697,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CERVECERIA BODEGA MIGUEL ALEMAN CENTRO","Planeación","Activo","UNC.CUAD.BS.201",30579228,1,0,"[]"
"A09160331",243093,71293697,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CERVECERIA BODEGA MIGUEL ALEMAN CENTRO","Planeación","Activo","UNC.CUAD.BS.103",30579226,3,0,"[]"
"A09160331",243093,71293697,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CERVECERIA BODEGA MIGUEL ALEMAN CENTRO","Planeación","Activo","UNC.CUAD.BS.902",30579240,1,0,"[]"
"A09160331",243093,71293697,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CERVECERIA BODEGA MIGUEL ALEMAN CENTRO","Planeación","Activo","UNC.CUAD.BS.901",30579230,60,0,"[]"
"A09160330",243091,71293632,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VILLAHERMOSA","Operativo","Activo","UNC.CUAD.BS.101",30579109,87,78,"[78]"
"A09160330",243091,71293632,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VILLAHERMOSA","Operativo","Activo","UNC.CUAD.BS.901",30579115,90,0,"[78]"
"A09160330",243091,71293632,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VILLAHERMOSA","Operativo","Activo","UNC.CUAD.BS.902",30579125,1,0,"[1]"
"A09160330",243091,71293632,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VILLAHERMOSA","Operativo","Activo","UNC.CUAD.BS.103",30579111,3,0,"[]"
"A09160330",243091,71293632,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV VILLAHERMOSA","Operativo","Activo","UNC.CUAD.BS.201",30579113,1,0,"[]"
"A09160329",243087,71406516,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ZAMORA","Planeación","Activo","UNC.CUAD.BS.101",30579064,5,0,"[]"
"A09160329",243087,71406516,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ZAMORA","Planeación","Activo","UNC.CUAD.BS.201",30579068,1,0,"[]"
"A09160329",243087,71406516,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ZAMORA","Planeación","Activo","UNC.CUAD.BS.901",30579070,8,0,"[]"
"A09160329",243087,71406516,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ZAMORA","Planeación","Activo","UNC.CUAD.BS.902",30579080,1,0,"[]"
"A09160329",243087,71406516,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ZAMORA","Planeación","Activo","UNC.CUAD.BS.103",30579066,3,0,"[]"
"A09160325",243086,71396467,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV TEPATITLAN","Planeación","Activo","UNC.CUAD.BS.101",30579023,13,0,"[]"
"A09160325",243086,71396467,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV TEPATITLAN","Planeación","Activo","UNC.CUAD.BS.103",30579025,3,0,"[]"
"A09160325",243086,71396467,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV TEPATITLAN","Planeación","Activo","UNC.CUAD.BS.901",30579029,16,0,"[]"
"A09160325",243086,71396467,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV TEPATITLAN","Planeación","Activo","UNC.CUAD.BS.201",30579027,1,0,"[]"
"A09160325",243086,71396467,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV TEPATITLAN","Planeación","Activo","UNC.CUAD.BS.902",30579039,1,0,"[]"
"A09160322",243078,71396422,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AUTLAN DE NAVARRO","Planeación","Activo","UNC.CUAD.BS.101",30578739,21,0,"[]"
"A09160322",243078,71396422,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AUTLAN DE NAVARRO","Planeación","Activo","UNC.CUAD.BS.201",30578743,1,0,"[]"
"A09160322",243078,71396422,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AUTLAN DE NAVARRO","Planeación","Activo","UNC.CUAD.BS.901",30578745,24,0,"[]"
"A09160322",243078,71396422,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AUTLAN DE NAVARRO","Planeación","Activo","UNC.CUAD.BS.902",30578755,1,0,"[]"
"A09160322",243078,71396422,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AUTLAN DE NAVARRO","Planeación","Activo","UNC.CUAD.BS.103",30578741,3,0,"[]"
"A09160321",243075,71396421,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ATOTONILCO","Planeación","Activo","UNC.CUAD.BS.101",30578665,21,0,"[]"
"A09160321",243075,71396421,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ATOTONILCO","Planeación","Activo","UNC.CUAD.BS.103",30578667,3,0,"[]"
"A09160321",243075,71396421,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ATOTONILCO","Planeación","Activo","UNC.CUAD.BS.902",30578681,1,0,"[]"
"A09160321",243075,71396421,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ATOTONILCO","Planeación","Activo","UNC.CUAD.BS.201",30578669,1,0,"[]"
"A09160321",243075,71396421,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV ATOTONILCO","Planeación","Activo","UNC.CUAD.BS.901",30578671,24,0,"[]"
"A09160320",243070,71396418,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AMECA","Planeación","Activo","UNC.CUAD.BS.101",30578602,21,0,"[]"
"A09160320",243070,71396418,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AMECA","Planeación","Activo","UNC.CUAD.BS.103",30578604,3,0,"[]"
"A09160320",243070,71396418,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AMECA","Planeación","Activo","UNC.CUAD.BS.901",30578608,24,0,"[]"
"A09160320",243070,71396418,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AMECA","Planeación","Activo","UNC.CUAD.BS.902",30578618,1,0,"[]"
"A09160320",243070,71396418,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","OFV AMECA","Planeación","Activo","UNC.CUAD.BS.201",30578606,1,0,"[]"
"A09160310",243021,71293696,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV MEDELLIN","Planeación","Activo","UNC.CUAD.BS.101",30573796,22,0,"[]"
"A09160310",243021,71293696,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV MEDELLIN","Planeación","Activo","UNC.CUAD.BS.901",30573802,25,0,"[]"
"A09160310",243021,71293696,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV MEDELLIN","Planeación","Activo","UNC.CUAD.BS.103",30573798,3,0,"[]"
"A09160310",243021,71293696,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV MEDELLIN","Planeación","Activo","UNC.CUAD.BS.201",30573800,1,0,"[]"
"A09160310",243021,71293696,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV MEDELLIN","Planeación","Activo","UNC.CUAD.BS.902",30573812,1,0,"[]"
"A09160306",243011,71293748,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FERNANDO","Planeación","Activo","UNC.CUAD.BS.101",30573624,5,0,"[]"
"A09160306",243011,71293748,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FERNANDO","Planeación","Activo","UNC.CUAD.BS.103",30573626,3,0,"[]"
"A09160306",243011,71293748,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FERNANDO","Planeación","Activo","UNC.CUAD.BS.901",30573630,8,0,"[]"
"A09160306",243011,71293748,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FERNANDO","Planeación","Activo","UNC.CUAD.BS.201",30573628,1,0,"[]"
"A09160306",243011,71293748,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV SAN FERNANDO","Planeación","Activo","UNC.CUAD.BS.902",30573640,1,0,"[]"
"A09160301",243003,71293662,"GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.","CCM OFV REYNOSA","Planeación","Activo","UNC.CUAD.BS.201",30573495,1,0,"[]"
